trade_date,symbol,entry_day,entry_time,entry_px,exit_day,exit_time,exit_px,ret
2024-09-04,000333.XSHE,2024-09-03,14:46:00,62.91,2024-09-04,14:56:00,62.51,-0.006958289620092217
2024-09-04,512800.XSHG,2024-09-03,14:46:00,0.617,2024-09-04,14:56:00,0.615,-0.0038414910858995503
2024-09-04,600000.XSHG,2024-09-03,14:46:00,8.0,2024-09-04,14:56:00,8.09,0.010649999999999982
2024-09-04,159928.XSHE,2024-09-03,14:46:00,0.709,2024-09-04,14:56:00,0.703,-0.009062623413258097
2024-09-04,601398.XSHG,2024-09-03,14:46:00,5.54,2024-09-04,14:56:00,5.48,-0.011430324909747224
2024-09-05,000002.XSHE,2024-09-04,14:46:00,6.44,2024-09-05,14:56:00,6.58,0.021139130434782483
2024-09-05,601857.XSHG,2024-09-04,14:46:00,7.79,2024-09-05,14:56:00,7.68,-0.01472066752246477
2024-09-05,000001.XSHE,2024-09-04,14:46:00,9.51,2024-09-05,14:56:00,9.56,0.00465762355415349
2024-09-05,600036.XSHG,2024-09-04,14:46:00,30.09,2024-09-05,14:56:00,29.92,-0.0062497175141242416
2024-09-05,601318.XSHG,2024-09-04,14:46:00,40.79,2024-09-05,14:56:00,41.48,0.0163159107624417
2024-09-06,000333.XSHE,2024-09-05,14:46:00,60.77,2024-09-06,14:56:00,60.09,-0.011789731775547162
2024-09-06,512760.XSHG,2024-09-05,14:46:00,0.737,2024-09-06,14:56:00,0.726,-0.015525373134328401
2024-09-06,601398.XSHG,2024-09-05,14:46:00,5.4,2024-09-06,14:56:00,5.42,0.0031037037037035427
2024-09-06,600030.XSHG,2024-09-05,14:46:00,18.81,2024-09-06,14:56:00,18.73,-0.004853056884635731
2024-09-06,159928.XSHE,2024-09-05,14:46:00,0.706,2024-09-06,14:56:00,0.698,-0.011931444759206777
2024-09-09,159928.XSHE,2024-09-06,14:46:00,0.698,2024-09-09,14:56:00,0.692,-0.009195988538681931
2024-09-09,512760.XSHG,2024-09-06,14:46:00,0.726,2024-09-09,14:56:00,0.722,-0.006109641873278292
2024-09-09,512690.XSHG,2024-09-06,14:46:00,0.522,2024-09-09,14:56:00,0.513,-0.017841379310344862
2024-09-09,601398.XSHG,2024-09-06,14:46:00,5.41,2024-09-09,14:56:00,5.38,-0.006145286506469571
2024-09-09,600000.XSHG,2024-09-06,14:46:00,8.17,2024-09-09,14:56:00,8.13,-0.005495960832313251
2024-09-10,601166.XSHG,2024-09-09,14:46:00,15.31,2024-09-10,14:56:00,15.36,0.002665839320705455
2024-09-10,000001.XSHE,2024-09-09,14:46:00,9.36,2024-09-10,14:56:00,9.4,0.0036735042735044805
2024-09-10,600837.XSHG,2024-09-09,14:46:00,8.75,2024-09-10,14:56:00,8.75,-0.0006
2024-09-10,600000.XSHG,2024-09-09,14:46:00,8.15,2024-09-10,14:56:00,8.25,0.011669938650306678
2024-09-10,000333.XSHE,2024-09-09,14:46:00,58.29,2024-09-10,14:56:00,57.98,-0.0059182364041860495
2024-09-11,600340.XSHG,2024-09-10,14:46:00,1.03,2024-09-11,14:56:00,1.04,0.009108737864077666
2024-09-11,600030.XSHG,2024-09-10,14:46:00,18.58,2024-09-11,14:56:00,18.71,0.0063967707212057474
2024-09-11,159915.XSHE,2024-09-10,14:46:00,1.512,2024-09-11,14:56:00,1.53,0.011304761904761863
2024-09-11,512760.XSHG,2024-09-10,14:46:00,0.728,2024-09-11,14:56:00,0.727,-0.0019736263736263686
2024-09-11,512010.XSHG,2024-09-10,14:46:00,0.313,2024-09-11,14:56:00,0.316,0.008984664536741228
2024-09-12,000002.XSHE,2024-09-11,14:46:00,6.3,2024-09-12,14:56:00,6.3,-0.0006
2024-09-12,000333.XSHE,2024-09-11,14:46:00,58.86,2024-09-12,14:56:00,59.47,0.009763574583758029
2024-09-12,159928.XSHE,2024-09-11,14:46:00,0.691,2024-09-12,14:56:00,0.677,-0.020860492040520828
2024-09-12,600837.XSHG,2024-09-11,14:46:00,8.75,2024-09-12,14:56:00,8.75,-0.0006
2024-09-12,600340.XSHG,2024-09-11,14:46:00,1.03,2024-09-12,14:56:00,1.03,-0.0006
2024-09-13,600340.XSHG,2024-09-12,14:46:00,1.03,2024-09-13,14:56:00,1.02,-0.010308737864077665
2024-09-13,159915.XSHE,2024-09-12,14:46:00,1.523,2024-09-13,14:56:00,1.509,-0.009792383453709762
2024-09-13,512760.XSHG,2024-09-12,14:46:00,0.72,2024-09-13,14:56:00,0.707,-0.018655555555555602
2024-09-13,512690.XSHG,2024-09-12,14:46:00,0.502,2024-09-13,14:56:00,0.489,-0.02649641434262946
2024-09-13,510500.XSHG,2024-09-12,14:46:00,4.497,2024-09-13,14:56:00,4.452,-0.010606671114076049
2024-09-18,000858.XSHE,2024-09-13,14:46:00,104.44,2024-09-18,14:56:00,102.91,-0.015249559555725777
2024-09-18,600519.XSHG,2024-09-13,14:46:00,1258.95,2024-09-18,14:56:00,1223.27,-0.028941077882362286
2024-09-18,512760.XSHG,2024-09-13,14:46:00,0.708,2024-09-18,14:56:00,0.702,-0.009074576271186418
2024-09-18,512690.XSHG,2024-09-13,14:46:00,0.491,2024-09-18,14:56:00,0.485,-0.012819959266802416
2024-09-18,159928.XSHE,2024-09-13,14:46:00,0.667,2024-09-18,14:56:00,0.658,-0.014093253373313307
2024-09-19,600340.XSHG,2024-09-18,14:46:00,1.03,2024-09-19,14:56:00,1.05,0.01881747572815533
2024-09-19,512010.XSHG,2024-09-18,14:46:00,0.308,2024-09-19,14:56:00,0.313,0.015633766233766156
2024-09-19,000002.XSHE,2024-09-18,14:46:00,6.47,2024-09-19,14:56:00,6.77,0.04576785162287471
2024-09-19,159928.XSHE,2024-09-18,14:46:00,0.656,2024-09-19,14:56:00,0.673,0.02531463414634143
2024-09-19,000858.XSHE,2024-09-18,14:46:00,102.75,2024-09-19,14:56:00,105.87,0.02976496350364959
2024-09-20,600340.XSHG,2024-09-19,14:46:00,1.05,2024-09-20,14:56:00,1.07,0.01844761904761898
2024-09-20,600519.XSHG,2024-09-19,14:46:00,1219.77,2024-09-20,14:56:00,1222.28,0.0014577649884814255
2024-09-20,512690.XSHG,2024-09-19,14:46:00,0.497,2024-09-20,14:56:00,0.499,0.0034241448692153183
2024-09-20,601398.XSHG,2024-09-19,14:46:00,5.41,2024-09-20,14:56:00,5.45,0.006793715341959428
2024-09-20,159928.XSHE,2024-09-19,14:46:00,0.671,2024-09-20,14:56:00,0.67,-0.002090312965722773
2024-09-23,600837.XSHG,2024-09-20,14:46:00,8.75,2024-09-23,14:56:00,8.75,-0.0006
2024-09-23,601398.XSHG,2024-09-20,14:46:00,5.44,2024-09-23,14:56:00,5.48,0.006752941176470562
2024-09-23,000001.XSHE,2024-09-20,14:46:00,9.37,2024-09-23,14:56:00,9.52,0.015408537886873064
2024-09-23,512800.XSHG,2024-09-20,14:46:00,0.608,2024-09-23,14:56:00,0.618,0.015847368421052655
2024-09-23,600000.XSHG,2024-09-20,14:46:00,8.27,2024-09-23,14:56:00,8.4,0.015119467956469169
2024-09-24,512010.XSHG,2024-09-23,14:46:00,0.307,2024-09-24,14:56:00,0.318,0.035230618892508156
2024-09-24,159928.XSHE,2024-09-23,14:46:00,0.668,2024-09-24,14:56:00,0.71,0.06227425149700598
2024-09-24,000002.XSHE,2024-09-23,14:46:00,6.92,2024-09-24,14:56:00,7.12,0.028301734104046284
2024-09-24,512760.XSHG,2024-09-23,14:46:00,0.697,2024-09-24,14:56:00,0.724,0.03813744619799146
2024-09-24,512690.XSHG,2024-09-23,14:46:00,0.5,2024-09-24,14:56:00,0.53,0.05940000000000005
2024-09-25,600000.XSHG,2024-09-24,14:46:00,8.78,2024-09-25,14:56:00,9.18,0.044958086560364416
2024-09-25,600837.XSHG,2024-09-24,14:46:00,8.75,2024-09-25,14:56:00,8.75,-0.0006
2024-09-25,601857.XSHG,2024-09-24,14:46:00,8.11,2024-09-25,14:56:00,8.17,0.006798273736128225
2024-09-25,601398.XSHG,2024-09-24,14:46:00,5.75,2024-09-25,14:56:00,5.79,0.006356521739130528
2024-09-25,600036.XSHG,2024-09-24,14:46:00,31.71,2024-09-25,14:56:00,32.71,0.030935793125197165
2024-09-26,000002.XSHE,2024-09-25,14:46:00,7.32,2024-09-26,14:56:00,8.04,0.0977606557377048
2024-09-26,512690.XSHG,2024-09-25,14:46:00,0.534,2024-09-26,14:56:00,0.586,0.09677827715355784
2024-09-26,512760.XSHG,2024-09-25,14:46:00,0.731,2024-09-26,14:56:00,0.762,0.041807660738714045
2024-09-26,159915.XSHE,2024-09-25,14:46:00,1.614,2024-09-26,14:56:00,1.685,0.04339008674101612
2024-09-26,000333.XSHE,2024-09-25,14:46:00,67.11,2024-09-26,14:56:00,70.22,0.04574182685143795
2024-09-27,000002.XSHE,2024-09-26,14:46:00,8.04,2024-09-27,14:56:00,8.84,0.09890248756218904
2024-09-27,600837.XSHG,2024-09-26,14:46:00,8.75,2024-09-27,14:56:00,8.75,-0.0006
2024-09-27,600340.XSHG,2024-09-26,14:46:00,1.24,2024-09-27,14:56:00,1.36,0.09617419354838723
2024-09-27,512690.XSHG,2024-09-26,14:46:00,0.586,2024-09-27,14:56:00,0.645,0.10008259385665534
2024-09-27,000858.XSHE,2024-09-26,14:46:00,128.33,2024-09-27,14:56:00,141.17,0.09945454687134718
2024-09-30,600000.XSHG,2024-09-27,14:46:00,9.58,2024-09-30,14:56:00,9.83,0.02549603340292277
2024-09-30,600036.XSHG,2024-09-27,14:46:00,34.12,2024-09-30,14:56:00,36.04,0.05567198124267307
2024-09-30,601166.XSHG,2024-09-27,14:46:00,17.53,2024-09-30,14:56:00,18.42,0.050170108385624676
2024-09-30,601318.XSHG,2024-09-27,14:46:00,49.57,2024-09-30,14:56:00,54.59,0.10067092999798281
2024-09-30,601857.XSHG,2024-09-27,14:46:00,8.13,2024-09-30,14:56:00,8.77,0.0781207872078719
2024-10-08,601857.XSHG,2024-09-30,14:46:00,8.68,2024-10-08,14:56:00,9.03,0.03972258064516125
2024-10-08,600000.XSHG,2024-09-30,14:46:00,9.75,2024-10-08,14:56:00,10.2,0.04555384615384599
2024-10-08,000001.XSHE,2024-09-30,14:46:00,11.47,2024-10-08,14:56:00,12.21,0.063916129032258
2024-10-08,510300.XSHG,2024-09-30,14:46:00,4.075,2024-10-08,14:56:00,4.278,0.04921595092024515
2024-10-08,512800.XSHG,2024-09-30,14:46:00,0.702,2024-10-08,14:56:00,0.725,0.03216353276353272
2024-10-09,600519.XSHG,2024-10-08,14:46:00,1663.85,2024-10-09,14:56:00,1542.24,-0.07368952129098168
2024-10-09,601398.XSHG,2024-10-08,14:46:00,5.85,2024-10-09,14:56:00,5.81,-0.007437606837606813
2024-10-09,600837.XSHG,2024-10-08,14:46:00,8.75,2024-10-09,14:56:00,8.75,-0.0006
2024-10-09,600030.XSHG,2024-10-08,14:46:00,29.43,2024-10-09,14:56:00,29.95,0.01706904519198098
2024-10-09,512760.XSHG,2024-10-08,14:46:00,0.989,2024-10-09,14:56:00,1.088,0.09950111223458051
2024-10-10,159915.XSHE,2024-10-09,14:46:00,2.269,2024-10-10,14:56:00,2.175,-0.04202794182459242
2024-10-10,600030.XSHG,2024-10-09,14:46:00,30.28,2024-10-10,14:56:00,27.31,-0.09868454425363289
2024-10-10,000858.XSHE,2024-10-09,14:46:00,141.43,2024-10-10,14:56:00,145.24,0.02633912182705227
2024-10-10,512010.XSHG,2024-10-09,14:46:00,0.402,2024-10-10,14:56:00,0.399,-0.0080626865671642
2024-10-10,000333.XSHE,2024-10-09,14:46:00,72.01,2024-10-10,14:56:00,74.64,0.03592270517983602
2024-10-11,000002.XSHE,2024-10-10,14:46:00,9.12,2024-10-11,14:56:00,9.1,-0.002792982456140302
2024-10-11,600030.XSHG,2024-10-10,14:46:00,27.33,2024-10-11,14:56:00,27.62,0.010011050128064514
2024-10-11,159915.XSHE,2024-10-10,14:46:00,2.181,2024-10-11,14:56:00,2.062,-0.055162127464465985
2024-10-11,512690.XSHG,2024-10-10,14:46:00,0.651,2024-10-11,14:56:00,0.63,-0.03285806451612912
2024-10-11,601857.XSHG,2024-10-10,14:46:00,8.51,2024-10-11,14:56:00,8.45,-0.007650528789659283
2024-10-14,600340.XSHG,2024-10-11,14:46:00,1.38,2024-10-14,14:56:00,1.5,0.0863565217391306
2024-10-14,601857.XSHG,2024-10-11,14:46:00,8.41,2024-10-14,14:56:00,8.5,0.010101545778834643
2024-10-14,000001.XSHE,2024-10-11,14:46:00,11.3,2024-10-14,14:56:00,11.65,0.030373451327433566
2024-10-14,601166.XSHG,2024-10-11,14:46:00,18.07,2024-10-14,14:56:00,18.81,0.040351853901494136
2024-10-14,600000.XSHG,2024-10-11,14:46:00,9.81,2024-10-14,14:56:00,10.12,0.031000407747196524
2024-10-15,600519.XSHG,2024-10-14,14:46:00,1545.63,2024-10-15,14:56:00,1501.23,-0.029326150501737213
2024-10-15,600837.XSHG,2024-10-14,14:46:00,11.65,2024-10-15,14:56:00,10.89,-0.06583605150214596
2024-10-15,000002.XSHE,2024-10-14,14:46:00,9.34,2024-10-15,14:56:00,9.21,-0.014518629550321082
2024-10-15,512690.XSHG,2024-10-14,14:46:00,0.636,2024-10-15,14:56:00,0.616,-0.03204654088050314
2024-10-15,601166.XSHG,2024-10-14,14:46:00,18.8,2024-10-15,14:56:00,18.52,-0.015493617021276673
2024-10-16,601318.XSHG,2024-10-15,14:46:00,54.79,2024-10-16,14:56:00,54.79,-0.0006
2024-10-16,600837.XSHG,2024-10-15,14:46:00,10.93,2024-10-16,14:56:00,11.66,0.06618865507776765
2024-10-16,600030.XSHG,2024-10-15,14:46:00,26.39,2024-10-16,14:56:00,25.97,-0.01651511936339529
2024-10-16,600519.XSHG,2024-10-15,14:46:00,1504.1,2024-10-16,14:56:00,1470.73,-0.022786024865367915
2024-10-16,512690.XSHG,2024-10-15,14:46:00,0.617,2024-10-16,14:56:00,0.609,-0.01356596434359809
2024-10-17,601398.XSHG,2024-10-16,14:46:00,6.11,2024-10-17,14:56:00,6.05,-0.010419967266775809
2024-10-17,600000.XSHG,2024-10-16,14:46:00,10.08,2024-10-17,14:56:00,9.92,-0.016473015873015927
2024-10-17,600276.XSHG,2024-10-16,14:46:00,49.1,2024-10-17,14:56:00,49.1,-0.0006
2024-10-17,512800.XSHG,2024-10-16,14:46:00,0.726,2024-10-17,14:56:00,0.715,-0.015751515151515138
2024-10-17,000001.XSHE,2024-10-16,14:46:00,11.69,2024-10-17,14:56:00,11.58,-0.010009751924721932
2024-10-18,600340.XSHG,2024-10-17,14:46:00,1.47,2024-10-18,14:56:00,1.47,-0.0006
2024-10-18,601318.XSHG,2024-10-17,14:46:00,54.65,2024-10-18,14:56:00,55.41,0.013306678865507782
2024-10-18,512010.XSHG,2024-10-17,14:46:00,0.36,2024-10-18,14:56:00,0.375,0.04106666666666674
2024-10-18,601857.XSHG,2024-10-17,14:46:00,8.15,2024-10-18,14:56:00,8.28,0.015350920245398681
2024-10-18,600276.XSHG,2024-10-17,14:46:00,49.27,2024-10-18,14:56:00,50.3,0.020305216155875595
2024-10-21,600837.XSHG,2024-10-18,14:46:00,13.83,2024-10-21,14:56:00,12.4,-0.10399840925524224
2024-10-21,512760.XSHG,2024-10-18,14:46:00,1.078,2024-10-21,14:56:00,1.121,0.03928868274582557
2024-10-21,601398.XSHG,2024-10-18,14:46:00,6.06,2024-10-21,14:56:00,5.92,-0.02370231023102305
2024-10-21,512800.XSHG,2024-10-18,14:46:00,0.72,2024-10-21,14:56:00,0.709,-0.015877777777777834
2024-10-21,000858.XSHE,2024-10-18,14:46:00,137.16,2024-10-21,14:56:00,136.47,-0.005630621172353422
2024-10-22,512760.XSHG,2024-10-21,14:46:00,1.126,2024-10-22,14:56:00,1.106,-0.01836198934280626
2024-10-22,600837.XSHG,2024-10-21,14:46:00,12.4,2024-10-22,14:56:00,12.31,-0.007858064516128981
2024-10-22,000002.XSHE,2024-10-21,14:46:00,9.19,2024-10-22,14:56:00,9.22,0.002664417845484369
2024-10-22,159915.XSHE,2024-10-21,14:46:00,2.168,2024-10-22,14:56:00,2.174,0.002167527675276549
2024-10-22,601857.XSHG,2024-10-21,14:46:00,8.19,2024-10-22,14:56:00,8.22,0.003063003663003872
2024-10-23,600340.XSHG,2024-10-22,14:46:00,1.5,2024-10-23,14:56:00,1.49,-0.0072666666666667094
2024-10-23,600837.XSHG,2024-10-22,14:46:00,12.21,2024-10-23,14:56:00,11.96,-0.021075020475020478
2024-10-23,000333.XSHE,2024-10-22,14:46:00,72.7,2024-10-23,14:56:00,72.86,0.0016008253094909504
2024-10-23,600036.XSHG,2024-10-22,14:46:00,37.49,2024-10-23,14:56:00,38.01,0.013270365430781462
2024-10-23,512800.XSHG,2024-10-22,14:46:00,0.707,2024-10-23,14:56:00,0.711,0.005057708628005631
2024-10-24,600837.XSHG,2024-10-23,14:46:00,11.96,2024-10-24,14:56:00,12.11,0.011941806020066826
2024-10-24,600340.XSHG,2024-10-23,14:46:00,1.48,2024-10-24,14:56:00,1.53,0.03318378378378377
2024-10-24,600030.XSHG,2024-10-23,14:46:00,27.07,2024-10-24,14:56:00,26.81,-0.01020472848171412
2024-10-24,159915.XSHE,2024-10-23,14:46:00,2.156,2024-10-24,14:56:00,2.133,-0.01126790352504643
2024-10-24,601318.XSHG,2024-10-23,14:46:00,56.44,2024-10-24,14:56:00,56.39,-0.0014858965272855455
2024-10-25,000858.XSHE,2024-10-24,14:46:00,139.72,2024-10-25,14:56:00,141.5,0.01213976524477538
2024-10-25,512690.XSHG,2024-10-24,14:46:00,0.621,2024-10-25,14:56:00,0.626,0.007451529790660261
2024-10-25,600036.XSHG,2024-10-24,14:46:00,37.7,2024-10-25,14:56:00,37.52,-0.005374535809018543
2024-10-25,600030.XSHG,2024-10-24,14:46:00,26.84,2024-10-25,14:56:00,27.03,0.0064789865871834225
2024-10-25,000001.XSHE,2024-10-24,14:46:00,11.38,2024-10-25,14:56:00,11.36,-0.002357469244288323
2024-10-28,512690.XSHG,2024-10-25,14:46:00,0.626,2024-10-28,14:56:00,0.643,0.02655654952076685
2024-10-28,601857.XSHG,2024-10-25,14:46:00,8.16,2024-10-28,14:56:00,8.13,-0.00427647058823517
2024-10-28,159928.XSHE,2024-10-25,14:46:00,0.828,2024-10-28,14:56:00,0.846,0.021139130434782705
2024-10-28,000002.XSHE,2024-10-25,14:46:00,9.14,2024-10-28,14:56:00,9.38,0.025658205689277947
2024-10-28,512760.XSHG,2024-10-25,14:46:00,1.094,2024-10-28,14:56:00,1.093,-0.0015140767824498129
2024-10-29,600276.XSHG,2024-10-28,14:46:00,48.38,2024-10-29,14:56:00,48.07,-0.0070076064489458904
2024-10-29,601166.XSHG,2024-10-28,14:46:00,18.15,2024-10-29,14:56:00,18.12,-0.00225289256198331
2024-10-29,600837.XSHG,2024-10-28,14:46:00,11.68,2024-10-29,14:56:00,12.05,0.03107808219178081
2024-10-29,600519.XSHG,2024-10-28,14:46:00,1508.39,2024-10-29,14:56:00,1479.07,-0.020037943767858567
2024-10-29,600030.XSHG,2024-10-28,14:46:00,26.96,2024-10-29,14:56:00,26.81,-0.006163798219584637
2024-10-30,512760.XSHG,2024-10-29,14:46:00,1.092,2024-10-30,14:56:00,1.076,-0.01525201465201471
2024-10-30,601318.XSHG,2024-10-29,14:46:00,56.0,2024-10-30,14:56:00,54.4,-0.02917142857142858
2024-10-30,512010.XSHG,2024-10-29,14:46:00,0.377,2024-10-30,14:56:00,0.373,-0.011210079575596787
2024-10-30,000333.XSHE,2024-10-29,14:46:00,70.69,2024-10-30,14:56:00,69.21,-0.02153648323666719
2024-10-30,600837.XSHG,2024-10-29,14:46:00,11.99,2024-10-30,14:56:00,11.87,-0.010608340283569672
2024-10-31,600340.XSHG,2024-10-30,14:46:00,2.07,2024-10-31,14:56:00,2.28,0.10084927536231884
2024-10-31,000333.XSHE,2024-10-30,14:46:00,69.24,2024-10-31,14:56:00,68.11,-0.01692004621605998
2024-10-31,600276.XSHG,2024-10-30,14:46:00,47.1,2024-10-31,14:56:00,46.5,-0.01333885350318471
2024-10-31,600519.XSHG,2024-10-30,14:46:00,1483.34,2024-10-31,14:56:00,1474.39,-0.006633680747502101
2024-10-31,600104.XSHG,2024-10-30,14:46:00,13.12,2024-10-31,14:56:00,12.81,-0.024228048780487742
2024-11-01,512760.XSHG,2024-10-31,14:46:00,1.095,2024-11-01,14:56:00,1.056,-0.03621643835616435
2024-11-01,600837.XSHG,2024-10-31,14:46:00,11.71,2024-11-01,14:56:00,11.47,-0.021095303159692613
2024-11-01,600030.XSHG,2024-10-31,14:46:00,27.55,2024-11-01,14:56:00,27.49,-0.0027778584392014853
2024-11-01,159915.XSHE,2024-10-31,14:46:00,2.119,2024-11-01,14:56:00,2.085,-0.016645304388862758
2024-11-01,510500.XSHG,2024-10-31,14:46:00,5.898,2024-11-01,14:56:00,5.842,-0.010094743981010467
2024-11-04,512760.XSHG,2024-11-01,14:46:00,1.059,2024-11-04,14:56:00,1.074,0.013564305949008638
2024-11-04,000002.XSHE,2024-11-01,14:46:00,9.14,2024-11-04,14:56:00,9.07,-0.008258643326039383
2024-11-04,600030.XSHG,2024-11-01,14:46:00,27.52,2024-11-04,14:56:00,28.52,0.03573720930232553
2024-11-04,601318.XSHG,2024-11-01,14:46:00,54.75,2024-11-04,14:56:00,55.3,0.009445662100456543
2024-11-04,159915.XSHE,2024-11-01,14:46:00,2.089,2024-11-04,14:56:00,2.144,0.02572838678793692
2024-11-05,159928.XSHE,2024-11-04,14:46:00,0.839,2024-11-05,14:56:00,0.856,0.019662216924910703
2024-11-05,600340.XSHG,2024-11-04,14:46:00,2.76,2024-11-05,14:56:00,3.04,0.10084927536231884
2024-11-05,000333.XSHE,2024-11-04,14:46:00,69.41,2024-11-05,14:56:00,69.78,0.004730643999423845
2024-11-05,600837.XSHG,2024-11-04,14:46:00,11.65,2024-11-05,14:56:00,12.13,0.0406017167381975
2024-11-05,512690.XSHG,2024-11-04,14:46:00,0.63,2024-11-05,14:56:00,0.646,0.02479682539682553
2024-11-06,000333.XSHE,2024-11-05,14:46:00,69.68,2024-11-06,14:56:00,67.83,-0.027149942594718878
2024-11-06,601857.XSHG,2024-11-05,14:46:00,8.03,2024-11-06,14:56:00,8.03,-0.0006
2024-11-06,000002.XSHE,2024-11-05,14:46:00,9.3,2024-11-06,14:56:00,9.5,0.020905376344086003
2024-11-06,600837.XSHG,2024-11-05,14:46:00,12.11,2024-11-06,14:56:00,12.29,0.014263748967795187
2024-11-06,512010.XSHG,2024-11-05,14:46:00,0.382,2024-11-06,14:56:00,0.383,0.002017801047120505
2024-11-07,600030.XSHG,2024-11-06,14:46:00,30.12,2024-11-07,14:56:00,33.62,0.11560185922974757
2024-11-07,600837.XSHG,2024-11-06,14:46:00,12.22,2024-11-07,14:56:00,12.85,0.05095482815057266
2024-11-07,512760.XSHG,2024-11-06,14:46:00,1.126,2024-11-07,14:56:00,1.175,0.0429168738898759
2024-11-07,159915.XSHE,2024-11-06,14:46:00,2.211,2024-11-07,14:56:00,2.303,0.04101013116237
2024-11-07,000002.XSHE,2024-11-06,14:46:00,9.42,2024-11-07,14:56:00,9.88,0.048232271762208054
2024-11-08,600340.XSHG,2024-11-07,14:46:00,3.67,2024-11-08,14:56:00,4.04,0.10021743869209813
2024-11-08,600030.XSHG,2024-11-07,14:46:00,33.62,2024-11-08,14:56:00,34.33,0.020518381915526508
2024-11-08,000333.XSHE,2024-11-07,14:46:00,68.59,2024-11-08,14:56:00,69.22,0.008585012392477043
2024-11-08,600837.XSHG,2024-11-07,14:46:00,12.82,2024-11-08,14:56:00,12.48,-0.027121060842433663
2024-11-08,512010.XSHG,2024-11-07,14:46:00,0.395,2024-11-08,14:56:00,0.395,-0.0006
2024-11-11,600030.XSHG,2024-11-08,14:46:00,34.16,2024-11-11,14:56:00,34.31,0.0037911007025763117
2024-11-11,601318.XSHG,2024-11-08,14:46:00,57.38,2024-11-11,14:56:00,56.78,-0.011056605088881132
2024-11-11,512760.XSHG,2024-11-08,14:46:00,1.184,2024-11-11,14:56:00,1.258,0.0619
